系统,库名,表名,业务对象,候选主键,总数,去重数,重复数,空值数,是否可作为主键,是否可跨系统关联,风险说明
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_ICU_RECORD,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_ICU_RECORD,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_MASTER_INDEX,患者主索引,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_MASTER_INDEX_copy1,患者主索引,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_MASTER_RENAME_LOG,患者就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_ATTACHED,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_ATTACHED,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_BACKUP2025,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_BACKUP2025,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_BACKUP2026_0114,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_BACKUP2026_0114,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_BIS,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_BIS,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_CANCEL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_CANCEL,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_EXTEND,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_EXTEND,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_INSURE,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_INSURE,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_NEW,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_NEW,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_NEW_BACKUP2026_0114,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_NEW_BACKUP2026_0114,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_PDF,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_PDF,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_PDF_DETAIL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_PDF_DETAIL,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_TEMP,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PAT_VISIT_TEMP,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.STAT_DEPT_VS_HIS_DEPT,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.STAT_ICU_VS_HIS_ICU,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.TRANSFER,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.TRANSFER,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.TRANSFER_BACKUP2025,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.TRANSFER_BACKUP2025,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.TRANSFER_C0525325,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.TRANSFER_C0525325,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.TRANSFER_VS_HLHT,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.TRANSFER_VS_HLHT,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.WARDBED_TRANS,科室字典,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.WARDBED_TRANS,科室字典,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.WARDBED_TRANS,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.WARD_TRANSFER,科室字典,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.WARD_TRANSFER,科室字典,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.WARD_TRANSFER,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CEQ$ORDERS,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CEQ$ORDERS,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CEQ$ORDERS,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CEQ$ORDERS,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CLG$ORDERS,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CLG$ORDERS,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CLG$ORDERS,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CLG$ORDERS,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CONSULTATION_DOCTOR_MASTER,人员字典,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CONSULTATION_DOCTOR_MASTER,人员字典,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CONSULTATION_MDT_MASTER,医嘱,TEST_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CURE_APPOINTS,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CURE_APPOINTS,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CVR$ORDERS,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CVR$ORDERS,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CVR$ORDERS,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.CVR$ORDERS,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.DOCTOR_ORDERS,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.DOCTOR_ORDERS,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.DOCTOR_ORDERS,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.DOCTOR_ORDERS,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.GROUP_ORDER_MASTER,医嘱,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.GROUP_ORDER_MASTER_copy1,医嘱,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_ANTI_DRUG,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_ANTI_DRUG,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_ANTI_DRUG,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_ANTI_DRUG,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BACKUP2025,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BACKUP2025,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BACKUP2025,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BACKUP2025,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BK,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BK,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BK,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BK,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BK_PT,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BK_PT,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BK_PT,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_BK_PT,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_C0525325,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_C0525325,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_C0525325,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_C0525325,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_CANCEL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_CANCEL,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_CANCEL,住院就诊,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_CANCEL,住院就诊,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_CHANGE_LOG,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_CHANGE_LOG,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_CHANGE_LOG,医嘱,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS,医嘱,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BACKUP2025,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BACKUP2025,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BACKUP2025,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BACKUP2025,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BACKUP2025,医嘱,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BK,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BK,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BK,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BK,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_BK,医嘱,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_C0525325,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_C0525325,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_C0525325,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_C0525325,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_C0525325,医嘱,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_CANCEL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_CANCEL,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_CANCEL,住院就诊,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_CANCEL,住院就诊,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_CANCEL,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_TEST,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_TEST,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_TEST,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_TEST,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_COSTS_TEST,医嘱,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILS,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILS,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILS,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILS,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILSC0525325,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILSC0525325,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILSC0525325,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILSC0525325,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILS_TEST,医嘱,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILS_TEST,医嘱,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILS_TEST,医嘱,PATIENT_ID+VISIT_ID+ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,ORDADM.ORDERS_EXECUTE_DETAILS_TEST,医嘱,ORDER_NO+ORDER_SUB_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
